Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Posted_date,Age_of_listing_in_days,Location,City,Latitude,Longitude
"Khalidiyah Street, Al Khalidiyah, Abu Dhabi",42000,1,1,Apartment,850,49.41176470588236,Low,Yearly,Unfurnished,For Rent,2024-03-02,50,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Pixel, Makers District, Al Reem Island, Abu Dhabi",79200,0,1,Apartment,850,93.17647058823528,Medium,Yearly,Furnished,For Rent,2023-08-17,248,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Mushrif, Abu Dhabi",170000,5,6,Villa,6500,26.15384615384616,High,Yearly,Unfurnished,For Rent,2024-03-08,44,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Hamdan Street, Abu Dhabi",100000,2,4,Apartment,1860,53.763440860215056,Medium,Yearly,Unfurnished,For Rent,2024-02-01,80,Hamdan Street,Abu Dhabi,24.2479318,55.717251
"Manazel Al Reef 2, Al Samha, Abu Dhabi",130000,3,4,Villa,2699,48.16598740274176,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Al Samha,Abu Dhabi,24.6774379,54.7531126
"Al Shamkha, Abu Dhabi",170000,9,11,Villa,8000,21.25,High,Yearly,Unfurnished,For Rent,2024-03-06,46,Al Shamkha,Abu Dhabi,24.3866584,54.7074507
"Hamdan Street, Abu Dhabi",99999,4,6,Apartment,3000,33.333,Medium,Yearly,Unfurnished,For Rent,2024-03-01,51,Hamdan Street,Abu Dhabi,24.2425603,55.7121184
"C76 Building, Rawdhat Abu Dhabi, Abu Dhabi",75000,2,3,Apartment,1230,60.97560975609756,Medium,Yearly,Unfurnished,For Rent,2024-03-09,43,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Corniche Area, Abu Dhabi",154999,4,6,Apartment,3200,48.4371875,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Corniche Area,Abu Dhabi,24.484107,54.35067
"Baheen Tower, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",63000,1,2,Apartment,1216,51.80921052631579,Low,Yearly,Unfurnished,For Rent,2024-03-08,44,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Madinat Al Riyadh, Abu Dhabi",85000,4,3,Apartment,3000,28.33333333333333,Medium,Yearly,Unfurnished,For Rent,2024-03-01,51,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Corniche Area, Abu Dhabi",134999,3,4,Apartment,2700,49.99962962962963,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Corniche Area,Abu Dhabi,24.484107,54.35067
"Al Muroor, Abu Dhabi",62900,1,1,Apartment,950,66.21052631578948,Low,Yearly,Unfurnished,For Rent,2024-03-03,49,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Khalifa City, Abu Dhabi",50000,2,1,Apartment,2050,24.390243902439025,Low,Yearly,Unfurnished,For Rent,2024-03-13,39,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Hills Abu Dhabi, Al Maqtaa, Abu Dhabi",250000,5,6,Villa,7062,35.40073633531578,High,Yearly,Unfurnished,For Rent,2024-02-28,53,Al Maqtaa,Abu Dhabi,24.4345654,54.4543861
"Capital Centre, Abu Dhabi",115000,2,3,Apartment,1700,67.6470588235294,Medium,Yearly,Furnished,For Rent,2023-11-01,172,Capital Centre,Abu Dhabi,24.4191359,54.4400422
"Qaryat Al HIDD, HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",85000,1,2,Apartment,930,91.39784946236558,Medium,Yearly,Unfurnished,For Rent,2024-02-25,56,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Noya, Yas Island, Abu Dhabi",200000,3,4,Townhouse,1753,114.09013120365088,High,Yearly,Unfurnished,For Rent,2024-03-06,46,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Noya, Yas Island, Abu Dhabi",210000,4,5,Villa,2255,93.12638580931264,High,Yearly,Unfurnished,For Rent,2024-02-27,54,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Reem Diamond, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",100000,1,2,Apartment,703,142.2475106685633,Medium,Yearly,Furnished,For Rent,2024-02-27,54,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Water's Edge, Yas Island, Abu Dhabi",100000,2,2,Apartment,1080,92.5925925925926,Medium,Yearly,Unfurnished,For Rent,2024-04-04,17,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Dana, Al Raha Beach, Abu Dhabi",120000,2,3,Apartment,1455,82.47422680412372,Medium,Yearly,Unfurnished,For Rent,2024-03-21,31,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Rawdhat Abu Dhabi, Abu Dhabi",39999,0,1,Apartment,500,79.998,Low,Yearly,Unfurnished,For Rent,2024-03-03,49,Rawdhat Abu Dhabi,Abu Dhabi,24.4200646,54.4628768
"Qaryat Al HIDD, HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",205000,3,5,Apartment,2399,85.4522717799083,High,Yearly,Unfurnished,For Rent,2024-02-25,56,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Capital Plaza Tower A, Capital Plaza, Al Markaziya, Abu Dhabi",120000,2,2,Apartment,1550,77.41935483870968,Medium,Yearly,Furnished,For Rent,2024-02-28,53,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Noya, Yas Island, Abu Dhabi",190000,3,4,Townhouse,2150,88.37209302325581,High,Yearly,Unfurnished,For Rent,2024-02-26,55,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Shakhbout City, Abu Dhabi",140000,3,5,Villa,4000,35.0,Medium,Yearly,Unfurnished,For Rent,2024-04-04,17,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Al Nahyan, Abu Dhabi",95000,2,3,Apartment,1400,67.85714285714286,Medium,Yearly,Unfurnished,For Rent,2024-03-05,47,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"Al Ghaith Tower, Hamdan Street, Abu Dhabi",70000,1,2,Apartment,920,76.08695652173913,Medium,Yearly,Furnished,For Rent,2024-02-28,53,Hamdan Street,Abu Dhabi,24.2425603,55.7121184
"Madinat Al Riyadh, Abu Dhabi",160000,6,9,Villa,5000,32.0,High,Yearly,Unfurnished,For Rent,2024-02-28,53,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Capital Plaza Tower A, Capital Plaza, Al Markaziya, Abu Dhabi",215000,3,5,Apartment,2486,86.48431214802896,High,Yearly,Furnished,For Rent,2024-02-28,53,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Noya, Yas Island, Abu Dhabi",170000,3,4,Townhouse,1753,96.97661152310326,High,Yearly,Unfurnished,For Rent,2024-02-27,54,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Muroor, Abu Dhabi",61900,1,1,Apartment,960,64.47916666666667,Low,Yearly,Unfurnished,For Rent,2024-03-03,49,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Water's Edge, Yas Island, Abu Dhabi",45000,0,1,Apartment,482,93.3609958506224,Low,Yearly,Unfurnished,For Rent,2023-09-11,223,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Madinat Al Riyadh, Abu Dhabi",20000,0,1,Apartment,500,40.0,Low,Yearly,Unfurnished,For Rent,2024-03-23,29,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Muroor Road, Al Muroor, Abu Dhabi",61900,1,1,Apartment,940,65.85106382978724,Low,Yearly,Unfurnished,For Rent,2024-03-02,50,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Khalifa City, Abu Dhabi",50000,1,2,Apartment,698,71.63323782234957,Low,Yearly,Unfurnished,For Rent,2024-02-29,52,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Madinat Al Riyadh, Abu Dhabi",190000,6,9,Villa,10000,19.0,High,Yearly,Unfurnished,For Rent,2024-02-25,56,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Corniche Road, Abu Dhabi",165000,4,4,Apartment,3735,44.17670682730924,High,Yearly,Unfurnished,For Rent,2023-09-20,214,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Al Mushrif, Abu Dhabi",200000,5,7,Villa,4500,44.44444444444444,High,Yearly,Unfurnished,For Rent,2024-04-05,16,Al Mushrif,Abu Dhabi,24.44108515,54.38421822124704
"Al Rayyana, Khalifa City, Abu Dhabi",97000,2,4,Apartment,1800,53.888888888888886,Medium,Yearly,Unfurnished,For Rent,2024-04-02,19,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Muroor, Abu Dhabi",64900,1,1,Apartment,960,67.60416666666667,Low,Yearly,Unfurnished,For Rent,2024-03-04,48,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Al Jubail Island, Abu Dhabi",300000,3,5,Townhouse,2463,121.8026796589525,High,Yearly,Unfurnished,For Rent,2024-02-26,55,Al Jubail Island,Abu Dhabi,24.53170985,54.486156497090434
"Clock Tower, Corniche Road, Abu Dhabi",70000,2,3,Apartment,1350,51.851851851851855,Medium,Yearly,Unfurnished,For Rent,2024-02-24,57,Corniche Road,Abu Dhabi,24.4767804,54.3205997
"Al Raha Beach, Abu Dhabi",190000,4,5,Apartment,2648,71.75226586102718,High,Yearly,Unfurnished,For Rent,2024-03-01,51,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Shawamekh, Abu Dhabi",180000,4,6,Villa,8000,22.5,High,Yearly,Unfurnished,For Rent,2024-04-01,20,Al Shawamekh,Abu Dhabi,24.34873545,54.66280179038579
"Al Muroor, Abu Dhabi",62900,1,1,Apartment,980,64.18367346938776,Low,Yearly,Unfurnished,For Rent,2024-03-03,49,Al Muroor,Abu Dhabi,24.476252,54.3726749
"Aspens, Yas Acres, Yas Island, Abu Dhabi",350000,4,5,Townhouse,4845,72.23942208462333,High,Yearly,Unfurnished,For Rent,2024-02-27,54,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Madinat Al Riyadh, Abu Dhabi",21600,0,1,Apartment,500,43.2,Low,Yearly,Unfurnished,For Rent,2024-03-23,29,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Falah Street, Abu Dhabi",60000,1,2,Apartment,1150,52.17391304347826,Low,Yearly,Unfurnished,For Rent,2024-02-28,53,Al Falah Street,Abu Dhabi,24.280096,55.766997
"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",210000,1,2,Apartment,1430,146.85314685314685,High,Yearly,Unfurnished,For Rent,2024-03-11,41,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Karamah, Abu Dhabi",190000,5,7,Villa,7000,27.142857142857142,High,Yearly,Unfurnished,For Rent,2024-03-26,26,Al Karamah,Abu Dhabi,24.4653001,54.371509
"Khalifa City, Abu Dhabi",175000,7,8,Villa,6200,28.225806451612904,High,Yearly,Unfurnished,For Rent,2024-02-26,55,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Khalifa City, Abu Dhabi",92000,2,4,Apartment,1455,63.23024054982818,Medium,Yearly,Unfurnished,For Rent,2024-02-24,57,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Madinat Al Riyadh, Abu Dhabi",20000,0,1,Apartment,750,26.666666666666668,Low,Yearly,Unfurnished,For Rent,2024-03-12,40,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Meera MAAM Residence, Corniche Area, Abu Dhabi",90000,1,2,Apartment,900,100.0,Medium,Yearly,Furnished,For Rent,2024-02-24,57,Corniche Area,Abu Dhabi,24.484107,54.35067
"Madinat Al Riyadh, Abu Dhabi",42000,2,2,Apartment,7000,6.0,Low,Yearly,Unfurnished,For Rent,2024-04-04,17,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Madinat Al Riyadh, Abu Dhabi",175000,6,10,Villa,2750,63.63636363636363,High,Yearly,Unfurnished,For Rent,2024-03-20,32,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Dana, Al Raha Beach, Abu Dhabi",185000,3,4,Apartment,2536,72.94952681388013,High,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Al Jowhara Tower, Corniche Area, Abu Dhabi",90000,1,2,Apartment,900,100.0,Medium,Yearly,Furnished,For Rent,2024-02-24,57,Corniche Area,Abu Dhabi,24.484107,54.35067
"Airport Street, Abu Dhabi",87500,3,3,Apartment,1744,50.17201834862385,Medium,Yearly,Unfurnished,For Rent,2023-09-20,214,Airport Street,Abu Dhabi,24.2577139,55.6334536
"Capital Plaza Tower A, Capital Plaza, Al Markaziya, Abu Dhabi",170000,2,4,Apartment,1980,85.85858585858585,High,Yearly,Unfurnished,For Rent,2024-02-28,53,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Water's Edge, Yas Island, Abu Dhabi",75000,1,1,Apartment,800,93.75,Medium,Yearly,Furnished,For Rent,2024-02-21,60,Yas Island,Abu Dhabi,24.4940223,54.6073721
"The View, Danet Abu Dhabi, Abu Dhabi",115000,2,4,Apartment,1575,73.01587301587301,Medium,Yearly,Furnished,For Rent,2024-02-24,57,Danet Abu Dhabi,Abu Dhabi,24.42934995,54.43619387355408
"Shakhbout City, Abu Dhabi",27000,0,1,Apartment,899,30.03337041156841,Low,Yearly,Unfurnished,For Rent,2024-03-26,26,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Marina Heights II, Marina Heights, Marina Square, Al Reem Island, Abu Dhabi",76999,2,3,Apartment,1119,68.81054512957998,Medium,Yearly,Unfurnished,For Rent,2024-03-05,47,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Bateen Villas, Al Bateen, Abu Dhabi",260000,4,6,Villa,4617,56.31362356508556,High,Yearly,Unfurnished,For Rent,2024-02-22,59,Al Bateen,Abu Dhabi,24.45138385,54.33796581892305
"Khalifa City, Abu Dhabi",160000,7,7,Villa,5600,28.571428571428573,High,Yearly,Unfurnished,For Rent,2024-02-21,60,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Capital Plaza Tower A, Capital Plaza, Al Markaziya, Abu Dhabi",190000,3,5,Apartment,2486,76.42799678197909,High,Yearly,Unfurnished,For Rent,2024-02-28,53,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Building 38, Al Reef Downtown, Al Reef, Abu Dhabi",85000,3,4,Apartment,1560,54.48717948717949,Medium,Yearly,Unfurnished,For Rent,2024-02-28,53,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Hydra Avenue Towers, City of Lights, Al Reem Island, Abu Dhabi",54000,0,1,Apartment,514,105.05836575875486,Low,Yearly,Furnished,For Rent,2024-03-29,23,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Noya, Yas Island, Abu Dhabi",145000,2,4,Townhouse,1350,107.4074074074074,High,Yearly,Unfurnished,For Rent,2024-02-19,62,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Mohamed Bin Zayed Centre, Mohammed Bin Zayed City, Abu Dhabi",25000,0,1,Apartment,899,27.808676307007783,Low,Yearly,Unfurnished,For Rent,2024-03-27,25,Mohammed Bin Zayed City,Abu Dhabi,24.3339589,54.5535564
"The Gate Tower 2, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",240000,4,6,Penthouse,4800,50.0,High,Yearly,Unfurnished,For Rent,2024-02-22,59,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Shakhbout City, Abu Dhabi",140000,5,6,Villa,5587,25.05817075353499,Medium,Yearly,Unfurnished,For Rent,2024-04-04,17,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Ocean Terrace Residence, Marina Square, Al Reem Island, Abu Dhabi",105000,2,4,Apartment,1508,69.62864721485411,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Desert Style, Al Reef Villas, Al Reef, Abu Dhabi",160000,5,6,Villa,2579,62.03955021326095,High,Yearly,Unfurnished,For Rent,2023-09-04,230,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Shakhbout City, Abu Dhabi",140000,7,8,Villa,7200,19.444444444444443,Medium,Yearly,Unfurnished,For Rent,2024-02-21,60,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Al Rayyana, Khalifa City, Abu Dhabi",99000,2,4,Apartment,1845,53.65853658536585,Medium,Yearly,Unfurnished,For Rent,2024-02-16,65,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Meera MAAM Residence, Corniche Area, Abu Dhabi",135000,2,3,Apartment,1300,103.84615384615384,Medium,Yearly,Furnished,For Rent,2024-02-24,57,Corniche Area,Abu Dhabi,24.484107,54.35067
"Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",84900,2,4,Apartment,1700,49.94117647058823,Medium,Yearly,Unfurnished,For Rent,2024-02-17,64,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Noya, Yas Island, Abu Dhabi",160000,2,3,Townhouse,1819,87.96041781198461,High,Yearly,Unfurnished,For Rent,2024-02-20,61,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Khalidiyah, Abu Dhabi",55000,3,3,Apartment,1549,35.5067785668173,Low,Yearly,Unfurnished,For Rent,2024-02-17,64,Al Khalidiyah,Abu Dhabi,24.46934445,54.34880593499775
"Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",60000,1,2,Apartment,1000,60.0,Low,Yearly,Unfurnished,For Rent,2024-02-17,64,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Water's Edge, Yas Island, Abu Dhabi",85000,2,2,Apartment,1075,79.06976744186046,Medium,Yearly,Unfurnished,For Rent,2023-08-22,243,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Pixel, Makers District, Al Reem Island, Abu Dhabi",119991,2,4,Apartment,1345,89.21263940520446,Medium,Yearly,Unfurnished,For Rent,2024-02-15,66,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Al Nahyan, Abu Dhabi",65000,1,2,Apartment,936,69.44444444444444,Low,Yearly,Unfurnished,For Rent,2023-06-16,310,Al Nahyan,Abu Dhabi,24.46446185,54.38683888474424
"Madinat Al Riyadh, Abu Dhabi",26000,1,1,Apartment,650,40.0,Low,Yearly,Unfurnished,For Rent,2024-03-21,31,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Al Bateen, Abu Dhabi",190000,8,6,Villa,5016,37.87878787878788,High,Yearly,Unfurnished,For Rent,2024-02-19,62,Al Bateen,Abu Dhabi,24.45138385,54.33796581892305
"Al Rayyana, Khalifa City, Abu Dhabi",118000,3,4,Apartment,2250,52.44444444444444,Medium,Yearly,Unfurnished,For Rent,2024-02-21,60,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Qaryat Al HIDD, HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",230000,3,4,Apartment,2144,107.27611940298507,High,Yearly,Unfurnished,For Rent,2024-02-19,62,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
"Al Reem Island, Abu Dhabi",99999,2,4,Apartment,1600,62.499375,Medium,Yearly,Unfurnished,For Rent,2024-02-16,65,Al Reem Island,Abu Dhabi,24.4935984,54.40784050903402
"Noya, Yas Island, Abu Dhabi",184990,3,4,Apartment,1780,103.92696629213484,High,Yearly,Unfurnished,For Rent,2024-02-15,66,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Al Hadeel, Al Raha Beach, Abu Dhabi",90000,1,1,Apartment,1042,86.37236084452975,Medium,Yearly,Unfurnished,For Rent,2024-02-09,72,Al Raha Beach,Abu Dhabi,24.48593095,54.60093932996362
"Contemporary Style, Al Reef Villas, Al Reef, Abu Dhabi",105000,3,4,Villa,1873,56.05979711692472,Medium,Yearly,Unfurnished,For Rent,2024-02-15,66,Al Reef,Abu Dhabi,24.4664366,54.65689142777212
"Bloom Gardens, Al Matar, Abu Dhabi",210000,3,3,Villa Compound,3464,60.62355658198614,High,Yearly,Unfurnished,For Rent,2023-02-13,433,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Al Remah Tower, Al Hosn, Abu Dhabi",65000,1,2,Apartment,1130,57.52212389380531,Low,Yearly,Unfurnished,For Rent,2024-02-19,62,Al Hosn,Abu Dhabi,24.47311215,54.36330129768281
"West Yas, Yas Island, Abu Dhabi",300000,4,5,Villa,6450,46.51162790697674,High,Yearly,Unfurnished,For Rent,2024-02-21,60,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Madinat Al Riyadh, Abu Dhabi",125000,7,8,Villa,3400,36.76470588235294,Medium,Yearly,Unfurnished,For Rent,2024-02-16,65,Madinat Al Riyadh,Abu Dhabi,24.353232,54.749892
"Meera MAAM Residence, Corniche Area, Abu Dhabi",100000,1,2,Apartment,950,105.26315789473684,Medium,Yearly,Furnished,For Rent,2024-02-24,57,Corniche Area,Abu Dhabi,24.484107,54.35067
"Water's Edge, Yas Island, Abu Dhabi",140000,3,4,Apartment,1482,94.46693657219971,Medium,Yearly,Unfurnished,For Rent,2024-03-21,31,Yas Island,Abu Dhabi,24.4940223,54.6073721
"Capital Plaza Tower A, Capital Plaza, Al Markaziya, Abu Dhabi",80000,1,2,Apartment,930,86.02150537634408,Medium,Yearly,Unfurnished,For Rent,2024-02-28,53,Al Markaziya,Abu Dhabi,24.4910482,54.3602411
"Al Falah Street, Abu Dhabi",80000,2,3,Apartment,1000,80.0,Medium,Yearly,Unfurnished,For Rent,2024-02-13,68,Al Falah Street,Abu Dhabi,24.280096,55.766997
"Shakhbout City, Abu Dhabi",140000,6,8,Villa,10000,14.0,Medium,Yearly,Unfurnished,For Rent,2024-02-11,70,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Shakhbout City, Abu Dhabi",90000,3,5,Apartment,4250,21.176470588235293,Medium,Yearly,Unfurnished,For Rent,2024-02-18,63,Shakhbout City,Abu Dhabi,24.3594999,54.63233435459003
"Fairmont Marina Residences, The Marina, Abu Dhabi",225000,1,2,Apartment,1087,206.9917203311868,High,Yearly,Furnished,For Rent,2024-04-04,17,The Marina,Abu Dhabi,24.479853,54.319951
"Al Bateen Airport, Al Matar, Abu Dhabi",61900,1,1,Apartment,920,67.28260869565217,Low,Yearly,Unfurnished,For Rent,2024-03-03,49,Al Matar,Abu Dhabi,24.4352701,54.4406788
"Al Forsan Village, Khalifa City, Abu Dhabi",292600,5,5,Villa,9731,30.06885212208406,High,Yearly,Unfurnished,For Rent,2024-02-09,72,Khalifa City,Abu Dhabi,24.4201314,54.57495352587594
"Al Najda Street, Abu Dhabi",69999,2,2,Apartment,1400,49.99928571428571,Medium,Yearly,Unfurnished,For Rent,2024-02-11,70,Al Najda Street,Abu Dhabi,24.4913003,54.3695437
"Corniche Area, Abu Dhabi",90000,3,4,Apartment,1870,48.1283422459893,Medium,Yearly,Unfurnished,For Rent,2023-10-15,189,Corniche Area,Abu Dhabi,24.484107,54.35067
"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi",114999,2,3,Apartment,1850,62.16162162162162,Medium,Yearly,Unfurnished,For Rent,2024-03-11,41,Saadiyat Island,Abu Dhabi,24.54597235,54.44368803118431
